generic,disease,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_UNIT,max_dose_dd_iu,route,
Cefazolin,Prostatitis (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IV,
Cefazolin,"Prostatitis (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,"Prostatitis (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,Prostatitis,,,1,,,11,,,25,150,,,6000,,,,,,IM,
Cefazolin,Prostatitis,1,7,,,,,,,50,75,,,,,,,,,IM,
Cefazolin,Prostatitis,8,29,,,,,,,75,100,,,,,,,,,IM,
Cefazolin,Prostatitis,,,1,,,11,,,25,150,,,6000,,,,,,IV,
Cefazolin,Prostatitis,1,7,,,,,,,50,75,,,,,,,,,IV,
Cefazolin,Prostatitis,8,29,,,,,,,75,100,,,,,,,,,IV,
Cefazolin,Septicemia (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Septicemia (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Septicemia (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,Septicemia (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,"Septicemia (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
Cefazolin,"Septicemia (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
Cefazolin,Septicemia (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IV,
Cefazolin,Septicemia (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IV,
Cefazolin,Septicemia (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IV,
Cefazolin,Septicemia (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IV,
Cefazolin,"Septicemia (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,"Septicemia (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,Septicemia,,,1,,,11,,,100,125,,,,,,,,,IM,
Cefazolin,Septicemia,,,1,,,11,,,100,125,,,,,,,,,IV,
Cefazolin,Skin and Structure Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Skin and Structure Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Skin and Structure Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,Skin and Structure Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,"Skin and Structure Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
Cefazolin,"Skin and Structure Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
Cefazolin,Skin and Structure Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IV,
Cefazolin,Skin and Structure Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IV,
Cefazolin,Skin and Structure Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IV,
Cefazolin,Skin and Structure Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IV,
Cefazolin,"Skin and Structure Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,"Skin and Structure Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,Skin and Structure Infection,,,1,,,11,,,25,150,,,6000,,,,,,IM,
Cefazolin,Skin and Structure Infection,1,7,,,,,,,50,75,,,,,,,,,IM,
Cefazolin,Skin and Structure Infection,8,29,,,,,,,75,100,,,,,,,,,IM,
Cefazolin,Skin and Structure Infection,,,1,,,11,,,25,150,,,6000,,,,,,IV,
Cefazolin,Skin and Structure Infection,1,7,,,,,,,50,75,,,,,,,,,IV,
Cefazolin,Skin and Structure Infection,8,29,,,,,,,75,100,,,,,,,,,IV,
Cefazolin,Skin or Soft Tissue Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Skin or Soft Tissue Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Skin or Soft Tissue Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,Skin or Soft Tissue Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,"Skin or Soft Tissue Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
Cefazolin,"Skin or Soft Tissue Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
Cefazolin,Skin or Soft Tissue Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IV,
Cefazolin,Skin or Soft Tissue Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IV,
Cefazolin,Skin or Soft Tissue Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IV,
Cefazolin,Skin or Soft Tissue Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IV,
Cefazolin,"Skin or Soft Tissue Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,"Skin or Soft Tissue Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IV,
Cefazolin,Skin or Soft Tissue Infection,,,1,,,11,,,25,150,,,6000,,,,,,IM,
Cefazolin,Skin or Soft Tissue Infection,1,7,,,,,,,50,75,,,,,,,,,IM,
Cefazolin,Skin or Soft Tissue Infection,8,29,,,,,,,75,100,,,,,,,,,IM,
Cefazolin,Skin or Soft Tissue Infection,,,1,,,11,,,25,150,,,6000,,,,,,IV,
Cefazolin,Skin or Soft Tissue Infection,1,7,,,,,,,50,75,,,,,,,,,IV,
Cefazolin,Skin or Soft Tissue Infection,8,29,,,,,,,75,100,,,,,,,,,IV,
Cefazolin,Surgical Prophylaxis,,,,,12,120,,,,,,,,,500,2000,,,IM,
Cefazolin,Surgical Prophylaxis,,,,,12,120,,,,,,,,,500,2000,,,IV,
Cefazolin,Surgical Prophylaxis,,,1,,,11,,,30,60,,,,,,,,,IM,
Cefazolin,Surgical Prophylaxis,,,1,,,11,,,30,60,,,,,,,,,IV,
Cefazolin,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,3000,,,IM,
Cefazolin,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,3000,,,IV,
Cefazolin,Urinary Tract Infection,,,1,,,11,,,25,150,,,6000,,,,,,IM,
Cefazolin,Urinary Tract Infection,1,7,,,,,,,50,75,,,,,,,,,IM,
Cefazolin,Urinary Tract Infection,8,29,,,,,,,75,100,,,,,,,,,IM,
Cefazolin,Urinary Tract Infection,,,1,,,11,,,25,150,,,6000,,,,,,IV,
Cefazolin,Urinary Tract Infection,1,7,,,,,,,50,75,,,,,,,,,IV,
Cefazolin,Urinary Tract Infection,8,29,,,,,,,75,100,,,,,,,,,IV,
Cefdinir,Bronchitis,,,,,18,120,,,,,,,,,600,900,,,PO,
Cefdinir,Otitis Media,,,6,,,11,,,14,21,,,600,,,,,,PO,
Cefdinir,Pneumonia,,,,,12,120,,,,,,,,,600,900,,,PO,
Cefdinir,Sinusitis,,,,,12,120,,,,,,,,,600,900,,,PO,
Cefdinir,Sinusitis,,,6,,,11,,,14,21,,,600,,,,,,PO,
Cefdinir,Skin and Structure Infection,,,6,,,11,,,14,21,,,600,,,,,,PO,
Cefdinir,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,600,900,,,PO,
Cefdinir,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,600,900,,,PO,
Cefdinir,Tonsillitis/Pharyngitis,,,6,,,11,,,14,21,,,600,,,,,,PO,
Cefditoren,Bronchitis,,,,,12,120,,,,,,,,,800,1200,,,PO,
Cefditoren,Pneumonia,,,,,12,120,,,,,,,,,800,1200,,,PO,
Cefditoren,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,400,800,,,PO,
Cefditoren,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,400,800,,,PO,
Cefepime,Bacteremia,,,,,12,120,,,,,,,,,2000,6000,,,IV,
Cefepime,Bacteremia,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Bacteremia,1,29,,,,,,,60,90,,,,,,,,,IV,
Cefepime,Bacteremia,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Bacterial Infection,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Bacterial Infection,1,29,,,,,,,60,90,,,,,,,,,IV,
Cefepime,Bacterial Infection,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Bone and Joint Infection,,,,,12,120,,,,,,,,,4000,6000,,,IV,
Cefepime,Endocarditis,,,,,12,120,,,,,,,,,4000,6000,,,IV,
Cefepime,Endocarditis,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Endocarditis,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Febrile Neutropenia,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefepime,Febrile Neutropenia,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Febrile Neutropenia,1,29,,,,,,,60,90,,,,,,,,,IV,
Cefepime,Febrile Neutropenia,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Intraabdominal Infection,,,,,12,120,,,,,,,,,4000,6000,,,IV,
Cefepime,Intraabdominal Infection,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefepime,Meningitis,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis,1,29,,,,,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis - Haemophilus influenzae,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefepime,Meningitis - Haemophilus influenzae,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis - Haemophilus influenzae,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Meningitis - Listeriosis,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefepime,Meningitis - Listeriosis,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis - Listeriosis,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Meningitis - Meningococcal,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefepime,Meningitis - Meningococcal,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis - Meningococcal,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Meningitis - Pneumococcal,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefepime,Meningitis - Pneumococcal,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis - Pneumococcal,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Meningitis - Streptococcus Group B,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefepime,Meningitis - Streptococcus Group B,,,1,,,11,,,100,150,,,6000,,,,,,IV,
Cefepime,Meningitis - Streptococcus Group B,1,29,,,,,,,100,150,,,,,,,,,IV,
Cefepime,Nosocomial Pneumonia,,,,,12,120,,,,,,,,,2000,6000,,,IV,
Cefepime,Osteomyelitis,,,,,12,120,,,,,,,,,4000,6000,,,IV,
Cefepime,Peritonitis,,,,,12,120,,,,,,,,,1000,2000,,,IV,
Cefepime,Peritonitis,,,1,,,11,,,15,30,,,,,,,,,IV,
Cefepime,Peritonitis,1,29,,,,,,,15,30,,,,,,,,,IV,
Cefepime,Pneumonia,,,,,12,120,,,,,,,,,2000,6000,,,IV,
Cefepime,Pneumonia,,,2,,,16,,,100,150,,,6000,,,,,,IV,
Cefepime,Pyelonephritis,,,,,,,,,,,,,,,1000,4000,,,IV,
Cefepime,Pyelonephritis,,,2,,,16,,,100,150,,,6000,,,,,,IV,
Cefepime,Skin and Structure Infection,,,,,12,120,,,,,,,,,2000,6000,,,IV,
Cefepime,Skin and Structure Infection,,,2,,,16,,,100,150,,,6000,,,,,,IV,
Cefepime,Urinary Tract Infection,,,,,,,,,,,,,,,1000,4000,,,IV,
Cefepime,Urinary Tract Infection,,,2,,,16,,,100,150,,,6000,,,,,,IV,
Cefetamet  Pivoxil Hydrochloride,Enterobacteriaceae,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Cefetamet  Pivoxil Hydrochloride,Enterobacteriaceae,,,1,,,11,,,20,,,,30,,,,,,PO,
Cefetamet  Pivoxil Hydrochloride,Group A hemolytic streptococci,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Cefetamet  Pivoxil Hydrochloride,Group A hemolytic streptococci,,,1,,,11,,,20,,,,30,,,,,,PO,
Cefetamet  Pivoxil Hydrochloride,Haemophilus influenzae,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Cefetamet  Pivoxil Hydrochloride,Haemophilus influenzae,,,1,,,11,,,20,,,,30,,,,,,PO,
Cefetamet  Pivoxil Hydrochloride,Moraxella catarrhalis,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Cefetamet  Pivoxil Hydrochloride,Moraxella catarrhalis,,,1,,,11,,,20,,,,30,,,,,,PO,
Cefetamet  Pivoxil Hydrochloride,Neisseria gonorrhoeae,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Cefetamet  Pivoxil Hydrochloride,Neisseria gonorrhoeae,,,1,,,11,,,20,,,,30,,,,,,PO,
Cefetamet  Pivoxil Hydrochloride,Streptococcus pneumoniae,,,,,12,120,,,,,,,,,1000,1500,,,PO,
Cefetamet  Pivoxil Hydrochloride,Streptococcus pneumoniae,,,1,,,11,,,20,,,,30,,,,,,PO,
Cefixime,Bacterial Infection,,,6,,,11,,,8,12,,,400,,,,,,PO,
Cefixime,Bronchitis,,,6,,,11,44.6,,,,,,,,400,600,,,PO,
Cefixime,Bronchitis,,,6,,,11,,44.5,8,12,,,400,,,,,,PO,
Cefixime,Gonococcal Infection - Uncomplicated,,,,,12,120,,,,,,,,,400,600,,,PO,
Cefixime,Gonococcal Infection - Uncomplicated,,,6,,,11,44.6,,,,,,,,400,600,,,PO,
Cefixime,Gonococcal Infection - Uncomplicated,,,6,,,11,,44.5,8,12,,,400,,,,,,PO,
Cefixime,Otitis Media,,,,,12,120,,,,,,,,,400,600,,,PO,
Cefixime,Otitis Media,,,6,,,11,44.6,,,,,,,,400,600,,,PO,
Cefixime,Otitis Media,,,6,,,11,,44.5,8,12,,,400,,,,,,PO,
Cefixime,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,400,600,,,PO,
Cefixime,Tonsillitis/Pharyngitis,,,6,,,11,44.6,,,,,,,,400,600,,,PO,
Cefixime,Tonsillitis/Pharyngitis,,,6,,,11,,44.5,8,12,,,400,,,,,,PO,
Cefixime,Urinary Tract Infection,,,,,12,120,,,,,,,,,400,600,,,PO,
Cefixime,Urinary Tract Infection,,,6,,,11,44.6,,,,,,,,400,600,,,PO,
Cefixime,Urinary Tract Infection,,,6,,,11,,44.5,8,12,,,400,,,,,,PO,
Cefoperazone,Bacteremia,,,,,18,120,,,,,,,,,4000,6000,,,IM,
Cefoperazone,Bacteremia,,,,,18,120,,,,,,,,,4000,6000,,,IV,
Cefoperazone,Bone and Joint Infection,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Bone and Joint Infection,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Endometritis,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Endometritis,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Febrile Neutropenia,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Febrile Neutropenia,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Intraabdominal Infection,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Intraabdominal Infection,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Pelvic Inflammatory Disease,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Pelvic Inflammatory Disease,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Peritonitis,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Peritonitis,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Pneumonia,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Pneumonia,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Pyelonephritis,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Pyelonephritis,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Skin or Soft Tissue Infection,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Skin or Soft Tissue Infection,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefoperazone,Urinary Tract Infection,,,,,18,120,,,,,,,,,2000,4000,,,IM,
Cefoperazone,Urinary Tract Infection,,,,,18,120,,,,,,,,,2000,4000,,,IV,
Cefotaxime,Bacteremia,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Bacteremia,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Bacteremia,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Bacteremia,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Bacteremia,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Bacteremia,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Bacteremia,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Bacteremia,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Bone and Joint Infection,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Bone and Joint Infection,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Bone and Joint Infection,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Bone and Joint Infection,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Bone and Joint Infection,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Bone and Joint Infection,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Bone and Joint Infection,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Bone and Joint Infection,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Cesarean Section,,,,,12,120,,,,,,,,,2000,4000,,,IM,
Cefotaxime,Cesarean Section,,,,,12,120,,,,,,,,,2000,4000,,,IV,
Cefotaxime,CNS Infection,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,CNS Infection,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,CNS Infection,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,CNS Infection,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,CNS Infection,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,CNS Infection,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,CNS Infection,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,CNS Infection,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Endometritis,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Endometritis,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Gonococcal Infection - Disseminated,,,,,12,120,,,,,,,,,3000,4000,,,IM,
Cefotaxime,Gonococcal Infection - Disseminated,,,,,12,120,,,,,,,,,3000,4000,,,IV,
Cefotaxime,Gonococcal Infection - Disseminated,1,29,,,,,,,50,75,,,,,,,,,IM,
Cefotaxime,Gonococcal Infection - Disseminated,1,29,,,,,,,50,75,,,,,,,,,IV,
Cefotaxime,Gonococcal Infection - Uncomplicated,,,,,12,120,,,,,,,,,500,1000,,,IM,
Cefotaxime,Gonococcal Infection - Uncomplicated,,,,,12,120,,,,,,,,,500,1000,,,IV,
Cefotaxime,Intraabdominal Infection,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Intraabdominal Infection,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Intraabdominal Infection,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Intraabdominal Infection,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Intraabdominal Infection,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Intraabdominal Infection,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Intraabdominal Infection,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Intraabdominal Infection,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Lyme Disease - Neurologic,,,,,12,120,,,,,,,,,6000,8000,,,IM,
Cefotaxime,Lyme Disease - Neurologic,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefotaxime,Lyme Disease - Neurologic,,,1,,,11,,,150,200,,,,,,,,,IM,
Cefotaxime,Lyme Disease - Neurologic,,,1,,,11,,,150,200,,,,,,,,,IV,
Cefotaxime,Meningitis,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Meningitis,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Meningitis,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Meningitis,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Meningitis,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Meningitis,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Meningitis,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Meningitis,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Osteomyelitis,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Osteomyelitis,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Osteomyelitis,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Osteomyelitis,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Osteomyelitis,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Osteomyelitis,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Osteomyelitis,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Osteomyelitis,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Pelvic Inflammatory Disease,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Pelvic Inflammatory Disease,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Peritonitis,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Peritonitis,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Peritonitis,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Peritonitis,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Peritonitis,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Peritonitis,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Peritonitis,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Peritonitis,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Pneumonia,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Pneumonia,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Pneumonia,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Pneumonia,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Pneumonia,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Pneumonia,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Pneumonia,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Pneumonia,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Rhinitis,,,,,12,120,,,,,,,,,6000,8000,,,IM,
Cefotaxime,Rhinitis,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefotaxime,Rhinitis,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Rhinitis,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Sepsis,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Sepsis,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Sepsis,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Sepsis,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Sepsis,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Sepsis,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Sepsis,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Sepsis,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Septicemia,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Septicemia,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Septicemia,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Septicemia,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Septicemia,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Septicemia,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Septicemia,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Septicemia,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Sinusitis,,,,,12,120,,,,,,,,,6000,8000,,,IM,
Cefotaxime,Sinusitis,,,,,12,120,,,,,,,,,6000,8000,,,IV,
Cefotaxime,Sinusitis,,,1,,,11,,,100,200,,,,,,,,,IM,
Cefotaxime,Sinusitis,,,1,,,11,,,100,200,,,,,,,,,IV,
Cefotaxime,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,2000,12000,,,IV,
Cefotaxime,Skin or Soft Tissue Infection,,,1,,,11,,,50,180,,,,,,,,,IM,
Cefotaxime,Skin or Soft Tissue Infection,1,7,,,,,,,100,150,,,,,,,,,IM,
Cefotaxime,Skin or Soft Tissue Infection,8,29,,,,,,,150,200,,,,,,,,,IM,
Cefotaxime,Skin or Soft Tissue Infection,,,1,,,11,,,50,180,,,,,,,,,IV,
Cefotaxime,Skin or Soft Tissue Infection,1,7,,,,,,,100,150,,,,,,,,,IV,
Cefotaxime,Skin or Soft Tissue Infection,8,29,,,,,,,150,200,,,,,,,,,IV,
Cefotaxime,Surgical Prophylaxis,,,,,12,120,,,,,,,,,1000,2000,,,IM,
Cefotaxime,Surgical Prophylaxis,,,,,12,120,,,,,,,,,1000,2000,,,IV,
Cefotaxime,Surgical Prophylaxis,,,1,,,11,,,50,100,,,1000,,,,,,IM,
Cefotaxime,Surgical Prophylaxis,,,1,,,11,,,50,100,,,1000,,,,,,IV,
Cefotaxime,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,12000,,,IM,
Cefotaxime,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,12000,,,IV,
